<Route>
id,name,routeColor
8263ba6d-4264-4425-829e-1beee73abbc1,西谷〜二俣川,0xff000000
<Path>
id,start_station_id,end_station_id,seq
be5ae229-b9a9-4086-94a6-21852b4a78eb,7d9a837f-e41d-4c82-84b3-a46b5cff7be2,53534708-9eac-418b-8640-671acbf247c2,1
<Trip>
id,direction,trainClass_id,train_id
00886a3f-194a-4a79-b9c9-f23822dc113b,0,511abe32-5367-46c8-a408-f3d37e211d11,0200a722-ead5-4ff1-b681-c1bf5848aa3f
28649f3f-99ba-46fb-8ecb-3172888e913b,1,511abe32-5367-46c8-a408-f3d37e211d11,28f1bb92-a4f4-4dd2-b3fd-b3193ac35691
8f11b9de-68cc-4f0d-b08d-956cc1ff3d58,0,511abe32-5367-46c8-a408-f3d37e211d11,b20d194d-17a0-4353-a396-870a5ecf499a
b33dd550-bd35-4e9d-a218-cadec886392b,1,511abe32-5367-46c8-a408-f3d37e211d11,effcf5aa-2446-47f6-b885-569b589e14c2
84dd5615-228b-46ff-84ab-7352c460b4c9,0,511abe32-5367-46c8-a408-f3d37e211d11,8bfb2913-5c1d-4a32-ace0-2442944cac0c
38ccf866-ebf3-49ad-9dc5-e7dc5b7f6f87,1,511abe32-5367-46c8-a408-f3d37e211d11,df78665e-cb07-4783-8ba7-c92ff0ab02d1
<PathTime>
id,trip_id,direction,path_id,dep_time,ari_time,stop_id,stop_type
9bd628da-3191-4201-8a3a-a3f3785bb944,00886a3f-194a-4a79-b9c9-f23822dc113b,0,be5ae229-b9a9-4086-94a6-21852b4a78eb,37260,37560,c4276f81-7608-4fa8-b5e6-cc34a75aeba5,1
93aad960-892c-4346-8b8d-48f1b7d78fdc,00886a3f-194a-4a79-b9c9-f23822dc113b,0,,,,ce1aeb53-d754-43f6-a058-30a637fa25f3,1
61a7907e-c348-4b71-954a-8c5cbfced7cb,28649f3f-99ba-46fb-8ecb-3172888e913b,1,be5ae229-b9a9-4086-94a6-21852b4a78eb,37620,37740,ce1aeb53-d754-43f6-a058-30a637fa25f3,1
56440cbe-7c9d-4537-a075-622ee738fd51,28649f3f-99ba-46fb-8ecb-3172888e913b,1,,,,c4276f81-7608-4fa8-b5e6-cc34a75aeba5,1
54cc2842-d5b5-4cab-a98d-85c93ad43266,38ccf866-ebf3-49ad-9dc5-e7dc5b7f6f87,1,be5ae229-b9a9-4086-94a6-21852b4a78eb,37200,37620,ce1aeb53-d754-43f6-a058-30a637fa25f3,1
63cc2e7b-b361-4ed7-a703-353ef0389246,38ccf866-ebf3-49ad-9dc5-e7dc5b7f6f87,1,,,,c4276f81-7608-4fa8-b5e6-cc34a75aeba5,1
7c82827c-462d-43f9-b83c-2a9811d985a4,84dd5615-228b-46ff-84ab-7352c460b4c9,0,be5ae229-b9a9-4086-94a6-21852b4a78eb,37680,37860,c4276f81-7608-4fa8-b5e6-cc34a75aeba5,1
04f6f874-0780-48a4-ada8-c8baa8beacbe,84dd5615-228b-46ff-84ab-7352c460b4c9,0,,,,ce1aeb53-d754-43f6-a058-30a637fa25f3,1
ecc5467a-7e89-468a-a668-9ec19133d32d,8f11b9de-68cc-4f0d-b08d-956cc1ff3d58,0,be5ae229-b9a9-4086-94a6-21852b4a78eb,37920,38220,c4276f81-7608-4fa8-b5e6-cc34a75aeba5,1
f33bd0d2-51e2-4ab8-a2ce-2e8762c8b024,8f11b9de-68cc-4f0d-b08d-956cc1ff3d58,0,,,,ce1aeb53-d754-43f6-a058-30a637fa25f3,1
380117e0-bb43-440c-83bc-f02073648a7b,b33dd550-bd35-4e9d-a218-cadec886392b,1,be5ae229-b9a9-4086-94a6-21852b4a78eb,38220,38400,ce1aeb53-d754-43f6-a058-30a637fa25f3,1
4402a0c4-3a01-40e9-a7ec-153f3b12445a,b33dd550-bd35-4e9d-a218-cadec886392b,1,,,,c4276f81-7608-4fa8-b5e6-cc34a75aeba5,1
